first_player_current_score,second_player_current_score,current_score_difference,first_player_average_score,second_player_average_score,average_score_difference,first_player_rating,second_player_rating,rating_difference,first_player_number_of_bingos,second_player_number_of_bingos,first_player_average_number_of_bingos,second_player_average_number_of_bingos,number_of_tiles_left,first_player_number_of_turns,second_player_number_of_turns,progress,first_player_rack_blanks,second_player_rack_blanks,first_player_rack_value,second_player_rack_value,final_turn,actual_outcome,predicted_outcome,first_player_probability,second_player_probability
305,251,54,16.052632,13.944444,54,299,315,-16,0,0,0,0,-27,19,18,-1.555556,0,0,3,8,false,true,true,0.999,0.001
337,299,38,15.318182,14.238095,38,1040,925,115,0,0,0,0,-34,22,21,-1.264706,0,0,10,1,true,true,true,0.999,0.001
69,23,46,34.5,23,46,866,949,-83,0,0,0,0,89,2,1,0.449438,0,0,13,10,false,true,true,0.846,0.154
197,161,36,17.909091,14.636364,36,1164,1201,-37,0,0,0,0,30,11,11,1.4,0,1,18,16,false,true,true,0.563,0.437
274,245,29,17.125,15.3125,29,613,461,152,0,1,0,0.0625,-17,16,16,-2.176471,0,0,19,5,false,true,true,0.929,0.071
363,312,51,25.928571,22.285714,51,1093,1090,3,1,2,0.071429,0.142857,6,14,14,5.666667,0,0,9,19,false,true,true,0.999,0.001
268,263,5,14.888889,14.611111,5,361,493,-132,1,0,0.055556,0,-29,18,18,-1.413793,0,0,4,4,false,true,true,0.887,0.113
233,100,133,23.3,10,133,1067,95,972,0,0,0,0,39,10,10,0.871795,0,0,22,9,false,true,true,1,0
239,188,51,26.555556,23.5,51,1189,1266,-77,1,0,0.111111,0,36,9,8,0.944444,0,0,14,10,false,true,true,0.769,0.231
257,193,64,21.416667,16.083333,64,505,95,410,0,1,0,0.083333,34,12,12,1.294118,0,0,7,11,false,true,true,0.994,0.006
219,168,51,21.9,16.8,51,746,796,-50,0,1,0,0.1,25,10,10,1.92,0,0,25,7,false,true,true,0.978,0.022
30,16,14,30,16,14,971,1180,-209,0,0,0,0,94,1,1,0.340426,0,0,10,14,false,true,false,0.454,0.546
206,145,61,29.428571,24.166667,61,992,1100,-108,2,0,0.285714,0,47,7,6,0.723404,0,0,14,10,false,true,true,0.786,0.214
85,140,-55,17,28,-55,1075,989,86,0,0,0,0,66,5,5,0.590909,0,0,27,14,false,true,false,0.185,0.815
8,0,8,8,0,8,613,461,152,0,0,0,0,96,1,0,0.385417,1,0,6,0,false,true,true,0.577,0.423
202,184,18,28.857143,26.285714,18,1826,1656,170,1,0,0.142857,0,42,7,7,0.642857,1,0,8,13,false,true,true,0.849,0.151
10,28,-18,5,14,-18,791,774,17,0,0,0,0,91,2,2,0.450549,0,0,12,14,false,true,false,0.155,0.845
383,265,118,31.916667,22.083333,118,1023,1070,-47,2,0,0.166667,0,8,12,12,4,0,0,10,18,false,true,true,0.999,0.001
153,94,59,25.5,18.8,59,1045,1009,36,1,0,0.166667,0,61,6,5,0.622951,0,0,10,15,false,true,true,0.855,0.145
150,93,57,21.428571,15.5,57,613,502,111,0,0,0,0,51,7,6,0.960784,0,0,7,16,false,true,true,0.841,0.159
185,59,126,30.833333,11.8,126,1295,1477,-182,2,0,0.333333,0,62,6,5,0.741935,0,0,13,9,false,true,true,0.987,0.013
64,39,25,21.333333,13,25,971,658,313,0,0,0,0,77,3,3,0.467532,0,0,11,11,false,true,true,0.835,0.165
154,183,-29,15.4,20.333333,-29,262,306,-44,0,0,0,0,43,10,9,1.069767,0,1,12,6,false,true,false,0.009,0.991
96,105,-9,32,35,-9,1489,1558,-69,0,1,0,0.333333,71,3,3,0.394366,0,0,20,20,false,true,false,0.332,0.668
169,196,-27,15.363636,17.818182,-27,628,658,-30,0,0,0,0,33,11,11,1.393939,0,0,16,11,false,true,false,0.333,0.667
161,80,81,32.2,20,81,908,1070,-162,1,0,0.2,0,64,5,4,0.46875,1,0,13,17,false,true,true,0.947,0.053
409,334,75,24.058824,19.647059,75,1331,1399,-68,1,0,0.058824,0,-24,17,17,-1.458333,0,0,2,2,false,true,true,1,0
282,238,44,14.842105,13.222222,44,871,999,-128,0,0,0,0,-11,19,18,-4.363636,0,0,8,10,false,true,true,0.987,0.013
20,3,17,10,3,17,1394,1230,164,0,0,0,0,89,2,1,0.426966,0,0,11,8,false,true,false,0.5,0.5
348,156,192,29,14.181818,192,918,619,299,2,0,0.166667,0,17,12,11,2.058824,2,0,15,14,false,true,true,1,0
223,126,97,37.166667,25.2,97,1320,1339,-19,2,1,0.333333,0.2,52,6,5,0.75,0,0,11,22,false,true,true,0.982,0.018
117,81,36,19.5,16.2,36,500,567,-67,0,0,0,0,63,6,5,0.698413,0,0,11,7,false,true,true,0.866,0.134
32,22,10,16,11,10,808,812,-4,0,0,0,0,86,2,2,0.430233,0,1,10,8,false,true,false,0.463,0.537
247,224,23,22.454545,22.4,23,1127,1075,52,1,1,0.090909,0.1,22,11,10,1.409091,0,1,11,9,false,true,true,0.578,0.422
245,242,3,27.222222,30.25,3,1875,1793,82,2,1,0.222222,0.125,36,9,8,0.833333,0,0,7,16,false,true,true,0.696,0.304
297,200,97,33,22.222222,97,1167,1216,-49,1,0,0.111111,0,30,9,9,1.366667,0,0,9,11,false,true,true,1,0
196,126,70,28,21,70,1167,1216,-49,1,0,0.142857,0,55,7,6,0.745455,1,0,15,15,false,true,true,0.982,0.018
55,54,1,13.75,13.5,1,698,742,-44,0,0,0,0,80,4,4,0.5125,0,0,20,12,false,true,false,0.465,0.535
148,86,62,37,21.5,62,820,783,37,0,0,0,0,70,4,4,0.471429,0,0,9,11,false,true,true,0.893,0.107
254,213,41,14.111111,12.529412,41,611,584,27,0,0,0,0,-2,18,17,-22,0,0,7,14,false,true,true,0.975,0.025
146,172,-26,18.25,21.5,-26,1277,1166,111,0,1,0,0.125,44,8,8,0.818182,0,0,7,11,false,true,false,0.09,0.91
54,72,-18,10.8,18,-18,1093,1090,3,0,0,0,0,75,5,4,0.453333,1,0,13,10,false,true,false,0.254,0.746
26,16,10,13,16,10,1065,1030,35,0,0,0,0,89,2,1,0.382022,0,0,21,11,false,true,true,0.503,0.497
331,261,70,16.55,13.05,70,892,768,124,0,0,0,0,-11,20,20,-3.909091,0,0,6,4,false,true,true,1,0
169,134,35,21.125,16.75,35,711,876,-165,0,0,0,0,46,8,8,0.934783,0,0,10,17,false,true,true,0.731,0.269
270,254,16,19.285714,18.142857,16,721,689,32,0,0,0,0,-14,14,14,-2.428571,0,1,19,6,false,true,true,0.869,0.131
51,6,45,25.5,6,45,1101,1078,23,0,0,0,0,89,2,1,0.370787,0,0,23,19,false,true,true,0.829,0.171
310,165,145,28.181818,16.5,145,1482,1394,88,2,0,0.181818,0,27,11,10,1.333333,0,0,10,10,false,true,true,1,0
38,22,16,12.666667,7.333333,16,1016,1037,-21,0,0,0,0,83,3,3,0.578313,0,0,14,17,false,true,false,0.489,0.511
153,108,45,25.5,21.6,45,892,819,73,0,1,0,0.2,57,6,5,0.596491,0,0,14,11,false,true,true,0.89,0.11
272,305,-33,15.111111,16.944444,-33,999,1011,-12,0,0,0,0,-15,18,18,-3.066667,1,0,9,7,false,true,false,0.187,0.813
303,276,27,25.25,23,27,1093,1090,3,1,2,0.083333,0.166667,19,12,12,1.789474,0,0,13,15,false,true,true,0.948,0.052
138,201,-63,27.6,50.25,-63,1554,1716,-162,1,1,0.2,0.25,55,5,4,0.636364,0,0,20,7,false,true,false,0.116,0.884
52,15,37,26,15,37,892,819,73,0,1,0,1,85,2,1,0.4,0,0,17,9,false,true,true,0.953,0.047
284,230,54,20.285714,16.428571,54,830,907,-77,1,0,0.071429,0,9,14,14,4.333333,0,0,18,7,false,true,true,0.979,0.021
237,240,-3,19.75,21.818182,-3,869,820,49,0,1,0,0.090909,22,12,11,1.681818,0,1,12,6,false,true,false,0.071,0.929
403,273,130,22.388889,15.166667,130,1110,1039,71,0,0,0,0,-22,18,18,-1.636364,0,0,2,5,true,true,true,1,0
82,28,54,27.333333,14,54,1803,1552,251,0,0,0,0,84,3,2,0.333333,0,0,15,16,false,true,true,0.883,0.117
118,70,48,23.6,17.5,48,1029,1227,-198,0,0,0,0,66,5,4,0.484848,0,0,10,19,false,true,false,0.467,0.533
340,181,159,34,20.111111,159,1684,1320,364,1,0,0.1,0,21,10,9,1.428571,0,1,7,8,false,true,true,0.999,0.001
313,255,58,19.5625,17,58,1221,1258,-37,1,0,0.0625,0,6,16,15,6.5,1,0,6,10,false,true,true,0.994,0.006
397,281,116,20.894737,14.789474,116,778,758,20,0,1,0,0.052632,-26,19,19,-1.5,0,0,1,1,false,true,true,1,0
225,178,47,22.5,19.777778,47,1094,1030,64,0,0,0,0,32,10,9,1.125,0,0,8,11,false,true,true,0.834,0.166
254,86,168,19.538462,7.166667,168,896,818,78,0,0,0,0,36,13,12,1.222222,1,1,10,6,false,true,true,1,0
383,391,-8,29.461538,30.076923,-8,2219,2029,190,0,0,0,0,-13,13,13,-2,0,0,2,11,true,true,true,0.837,0.163
289,187,102,28.9,18.7,102,1408,1454,-46,1,0,0.1,0,31,10,10,1.032258,0,0,12,16,false,true,true,1,0
413,312,101,22.944444,18.352941,101,1550,1466,84,1,0,0.055556,0,-20,18,17,-1.85,0,0,1,1,false,true,true,1,0
329,173,156,19.352941,10.8125,156,595,543,52,0,0,0,0,-2,17,16,-23.5,0,1,7,17,false,true,true,1,0
201,167,34,22.333333,18.555556,34,1513,1479,34,0,0,0,0,37,9,9,0.918919,1,0,7,13,false,true,true,0.882,0.118
288,249,39,16,14.647059,39,371,435,-64,0,0,0,0,-14,18,17,-3.142857,0,0,4,5,false,true,true,0.996,0.004
260,173,87,21.666667,15.727273,87,527,503,24,0,0,0,0,33,12,11,1.242424,0,0,10,12,false,true,true,0.985,0.015
300,229,71,23.076923,17.615385,71,596,595,1,1,0,0.076923,0,12,13,13,3.333333,0,0,7,22,false,true,true,0.999,0.001
245,267,-22,22.272727,24.272727,-22,1142,1176,-34,1,0,0.090909,0,22,11,11,1.636364,1,0,28,7,false,true,false,0.429,0.571
29,17,12,14.5,17,12,1029,1075,-46,0,0,0,0,89,2,1,0.539326,0,0,26,10,false,true,true,0.509,0.491
349,287,62,19.388889,15.944444,62,1045,1009,36,1,0,0.055556,0,-15,18,18,-2.533333,0,0,2,3,false,true,true,1,0
163,265,-102,18.111111,29.444444,-102,1762,1538,224,0,2,0,0.222222,35,9,9,0.971429,1,0,9,11,false,true,true,0.879,0.121
131,53,78,32.75,17.666667,78,1439,1353,86,1,0,0.25,0,69,4,3,0.434783,0,0,11,9,false,true,true,0.824,0.176
219,235,-16,24.333333,26.111111,-16,1096,1009,87,1,0,0.111111,0,48,9,9,0.916667,0,0,11,14,false,true,true,0.626,0.374
73,49,24,18.25,16.333333,24,1090,1244,-154,0,0,0,0,74,4,3,0.5,0,0,12,20,false,true,false,0.155,0.845
274,255,19,27.4,25.5,19,791,885,-94,1,1,0.1,0.1,26,10,10,1.461538,0,0,15,9,false,true,true,0.789,0.211
235,92,143,29.375,11.5,143,925,801,124,1,0,0.125,0,51,8,8,0.784314,1,1,6,16,false,true,true,1,0
50,34,16,16.666667,11.333333,16,960,1070,-110,0,0,0,0,79,3,3,0.443038,0,0,7,17,false,true,false,0.379,0.621
308,320,-12,20.533333,21.333333,-12,971,906,65,0,0,0,0,-10,15,15,-3.2,1,0,3,4,false,true,false,0.471,0.529
149,81,68,24.833333,13.5,68,1270,1348,-78,0,0,0,0,61,6,6,0.622951,0,0,10,17,false,true,true,0.888,0.112
201,62,139,20.1,6.888889,139,1176,1076,100,0,0,0,0,54,10,9,1.092593,0,1,15,15,false,true,true,0.996,0.004
119,105,14,17,17.5,14,1011,921,90,0,0,0,0,59,7,6,0.830508,0,0,7,22,false,true,false,0.168,0.832
405,295,110,28.928571,21.071429,110,1245,1241,4,2,1,0.142857,0.071429,-19,14,14,-1.526316,0,0,1,2,false,true,true,1,0
218,168,50,14.533333,12,50,416,374,42,0,0,0,0,23,15,14,2,0,0,14,12,false,true,true,0.969,0.031
38,19,19,12.666667,9.5,19,1281,1339,-58,0,0,0,0,84,3,2,0.488095,0,0,16,8,false,true,false,0.378,0.622
286,259,27,20.428571,19.923077,27,1277,1166,111,0,1,0,0.076923,4,14,13,9,0,0,13,18,false,true,true,0.508,0.492
345,268,77,28.75,22.333333,77,1245,1232,13,1,0,0.083333,0,-4,12,12,-7.25,0,1,5,2,false,true,true,1,0
54,72,-18,13.5,18,-18,518,533,-15,1,0,0.25,0,69,4,4,0.507246,0,0,19,19,false,true,false,0.284,0.716
298,287,11,19.866667,19.133333,11,1127,1176,-49,0,0,0,0,2,15,15,21,0,0,10,10,false,true,false,0.484,0.516
254,144,110,14.111111,8.470588,110,310,359,-49,0,0,0,0,-16,18,17,-3.0625,0,0,13,17,false,true,true,1,0
246,143,103,27.333333,15.888889,103,1144,1014,130,0,0,0,0,38,9,9,0.947368,0,1,14,9,false,true,true,0.995,0.005
454,344,110,28.375,21.5,110,1216,1230,-14,1,0,0.0625,0,-9,16,16,-3.555556,0,0,3,5,true,true,true,1,0
237,186,51,26.333333,23.25,51,1489,1555,-66,1,0,0.111111,0,36,9,8,0.805556,1,0,10,14,false,true,true,0.922,0.078
112,127,-15,22.4,25.4,-15,1161,1166,-5,1,0,0.2,0,62,5,5,0.564516,0,1,8,17,false,true,false,0.126,0.874
153,91,62,19.125,13,62,1069,917,152,0,0,0,0,54,8,7,0.62963,0,1,20,7,false,true,true,0.981,0.019
165,99,66,23.571429,14.142857,66,1159,1031,128,1,0,0.142857,0,44,7,7,0.886364,0,0,28,7,false,true,true,0.973,0.027
326,295,31,18.111111,17.352941,31,859,786,73,0,0,0,0,-18,18,17,-2.111111,0,0,3,8,false,true,true,0.992,0.008
169,171,-2,15.363636,17.1,-2,576,494,82,0,0,0,0,35,11,10,1.257143,0,0,11,19,false,true,false,0.464,0.536
119,101,18,13.222222,12.625,18,658,817,-159,0,0,0,0,52,9,8,0.730769,0,0,23,14,false,true,false,0.461,0.539
43,5,38,21.5,2.5,38,869,820,49,0,0,0,0,90,2,2,0.411111,0,1,16,6,false,true,true,0.617,0.383
240,244,-4,21.818182,24.4,-4,758,952,-194,0,0,0,0,21,11,10,1.904762,1,0,8,7,false,true,false,0.172,0.828
299,118,181,17.588235,6.941176,181,859,719,140,0,1,0,0.058824,-4,17,17,-13.25,0,1,24,16,false,true,true,1,0
209,188,21,17.416667,17.090909,21,808,812,-4,0,0,0,0,21,12,11,1.761905,1,0,12,11,false,true,true,0.695,0.305
363,271,92,27.923077,20.846154,92,1489,1555,-66,1,0,0.076923,0,2,13,13,14.5,0,0,14,10,false,true,true,1,0
440,249,191,19.130435,10.826087,191,1295,1477,-182,3,0,0.130435,0,-26,23,23,-1.769231,0,0,1,1,true,true,true,1,0
263,239,24,26.3,23.9,24,1320,1339,-19,2,1,0.2,0.1,25,10,10,1.56,0,0,19,13,false,true,true,0.913,0.087
364,342,22,21.411765,20.117647,22,1397,1422,-25,3,1,0.176471,0.058824,-5,17,17,-7.2,0,0,8,14,false,true,true,0.992,0.008
221,190,31,22.1,21.111111,31,1270,1348,-78,0,0,0,0,34,10,9,1.117647,0,0,7,10,false,true,false,0.315,0.685
86,54,32,28.666667,18,32,1530,1550,-20,0,0,0,0,79,3,3,0.43038,0,0,18,7,false,true,true,0.55,0.45
81,72,9,16.2,14.4,9,361,493,-132,0,0,0,0,62,5,5,0.66129,0,1,17,25,false,true,false,0.135,0.865
385,240,145,20.263158,12.631579,145,786,757,29,1,0,0.052632,0,-24,19,19,-1.625,0,0,19,4,false,true,true,1,0
121,100,21,11,10,21,310,359,-49,0,0,0,0,28,11,10,1.75,0,0,9,19,false,true,true,0.539,0.461
315,304,11,16.578947,16.888889,11,527,514,13,0,0,0,0,-18,19,18,-2.166667,0,0,3,1,false,true,false,0.467,0.533
218,164,54,21.8,18.222222,54,468,542,-74,0,0,0,0,39,10,9,1,0,1,10,11,false,true,true,0.977,0.023
122,129,-7,20.333333,21.5,-7,1539,1537,2,0,0,0,0,62,6,6,0.516129,1,1,9,8,false,true,false,0.251,0.749
137,104,33,22.833333,17.333333,33,421,306,115,0,1,0,0.166667,46,6,6,0.956522,0,0,9,9,false,true,true,0.935,0.065
158,37,121,39.5,12.333333,121,539,500,39,0,0,0,0,67,4,3,0.597015,0,1,14,26,false,true,true,1,0
106,108,-2,26.5,27,-2,995,912,83,1,0,0.25,0,75,4,4,0.586667,1,0,6,7,false,true,true,0.67,0.33
324,320,4,18,17.777778,4,491,398,93,0,0,0,0,-13,18,18,-2.769231,1,0,5,6,true,true,true,0.815,0.185
190,155,35,19,17.222222,35,904,783,121,0,0,0,0,40,10,9,1.05,0,0,11,22,false,true,true,0.724,0.276
42,82,-40,10.5,20.5,-40,480,518,-38,0,0,0,0,78,4,4,0.589744,0,0,8,10,false,true,false,0.108,0.892
111,115,-4,22.2,23,-4,804,988,-184,1,0,0.2,0,62,5,5,0.532258,0,0,10,19,false,true,false,0.198,0.802
285,241,44,15.833333,13.388889,44,416,374,42,0,0,0,0,0,18,18,0,0,0,11,7,false,true,true,0.977,0.023
356,346,10,22.25,23.066667,10,1501,1473,28,1,0,0.0625,0,-11,16,15,-3.272727,0,0,4,4,false,true,true,0.774,0.226
246,236,10,17.571429,18.153846,10,1043,1055,-12,0,0,0,0,12,14,13,3.083333,1,0,17,13,false,true,false,0.42,0.58
190,103,87,31.666667,17.166667,87,1408,1454,-46,1,0,0.166667,0,60,6,6,0.533333,0,0,10,11,false,true,true,0.957,0.043
334,312,22,15.904762,14.857143,22,947,810,137,0,1,0,0.047619,-27,21,21,-1.555556,0,0,2,7,true,true,true,0.977,0.023
218,174,44,14.533333,12.428571,44,584,565,19,0,0,0,0,6,15,14,7.666667,0,0,20,17,false,true,true,0.918,0.082
20,0,20,20,0,20,859,719,140,0,0,0,0,95,1,0,0.557895,0,0,15,0,false,true,true,0.534,0.466
251,257,-6,22.818182,25.7,-6,1539,1537,2,0,1,0,0.1,26,11,10,1.230769,0,0,11,8,false,true,false,0.251,0.749
364,354,10,24.266667,23.6,10,1265,1237,28,1,0,0.066667,0,-12,15,15,-2.5,0,0,4,7,true,true,true,0.984,0.016
128,57,71,32,19,71,1220,1261,-41,1,0,0.25,0,77,4,3,0.584416,0,0,10,11,false,true,true,0.848,0.152
300,212,88,16.666667,12.470588,88,566,542,24,0,0,0,0,-6,18,17,-6.833333,0,1,12,14,false,true,true,1,0
356,304,52,29.666667,25.333333,52,1333,1331,2,1,0,0.083333,0,-2,12,12,-15,0,0,10,12,false,true,true,0.994,0.006
291,188,103,26.454545,17.090909,103,1075,1027,48,2,0,0.181818,0,21,11,11,1.761905,0,1,14,10,false,true,true,0.997,0.003
141,119,22,15.666667,13.222222,22,698,742,-44,0,0,0,0,56,9,9,0.732143,0,0,11,16,false,true,true,0.617,0.383
214,198,16,16.461538,15.230769,16,363,668,-305,0,0,0,0,21,13,13,2.047619,0,1,8,12,false,true,false,0.283,0.717
294,269,25,18.375,17.933333,25,95,378,-283,0,0,0,0,-14,16,15,-2.5,0,0,5,6,false,true,true,0.976,0.024
119,69,50,39.666667,23,50,996,1063,-67,1,1,0.333333,0.333333,70,3,3,0.457143,0,0,12,7,false,true,true,0.91,0.09
289,239,50,24.083333,19.916667,50,995,912,83,2,0,0.166667,0,27,12,12,1.62963,0,0,11,14,false,true,true,0.948,0.052
329,256,73,16.45,12.8,73,272,288,-16,0,0,0,0,-10,20,20,-5.2,0,0,10,6,false,true,true,1,0
63,36,27,31.5,18,27,1826,1803,23,0,0,0,0,87,2,2,0.344828,0,0,9,12,false,true,true,0.514,0.486
352,283,69,20.705882,16.647059,69,1364,1093,271,0,1,0,0.058824,-10,17,17,-3.8,0,0,7,3,false,true,true,1,0
67,84,-17,13.4,16.8,-17,892,768,124,0,0,0,0,68,5,5,0.632353,0,0,8,16,false,true,false,0.182,0.818
162,100,62,18,12.5,62,1069,1040,29,0,0,0,0,40,9,8,1.1,0,2,7,5,false,true,true,0.922,0.078
374,269,105,23.375,17.933333,105,801,925,-124,1,0,0.0625,0,-12,16,15,-2.916667,0,0,5,4,false,true,true,1,0
60,49,11,30,49,11,1890,2020,-130,0,0,0,0,86,2,1,0.337209,0,0,12,12,false,true,false,0.194,0.806
220,189,31,31.428571,27,31,1935,2020,-85,0,1,0,0.142857,47,7,7,0.659574,1,0,8,9,false,true,true,0.891,0.109
10,0,10,10,0,10,1110,1039,71,0,0,0,0,97,1,0,0.371134,0,0,23,0,false,true,true,0.522,0.478
73,30,43,18.25,10,43,1428,1302,126,0,0,0,0,76,4,3,0.697368,0,1,7,15,false,true,true,0.629,0.371
97,37,60,48.5,18.5,60,1216,1230,-14,1,0,0.5,0,83,2,2,0.385542,0,0,23,10,false,true,true,0.742,0.258
30,24,6,30,24,6,691,473,218,0,0,0,0,90,1,1,0.4,0,0,19,9,false,true,true,0.826,0.174
105,33,72,52.5,16.5,72,925,801,124,1,0,0.5,0,85,2,2,0.470588,1,0,14,7,false,true,true,0.974,0.026
338,257,81,24.142857,18.357143,81,801,925,-124,1,0,0.071429,0,0,14,14,0,1,0,12,9,false,true,true,1,0
168,62,106,21,7.75,106,1176,1076,100,0,0,0,0,61,8,8,0.967213,0,1,8,15,false,true,true,0.994,0.006
73,64,9,18.25,16,9,1090,1244,-154,0,0,0,0,72,4,4,0.513889,0,0,12,21,false,true,false,0.15,0.85
359,256,103,22.4375,16,103,704,691,13,1,0,0.0625,0,-8,16,16,-4.75,0,0,10,5,false,true,true,1,0
287,302,-15,20.5,21.571429,-15,971,906,65,0,0,0,0,-2,14,14,-16,1,0,9,13,false,true,false,0.261,0.739
58,34,24,19.333333,17,24,808,639,169,0,0,0,0,79,3,2,0.518987,0,0,16,11,false,true,true,0.589,0.411
375,331,44,25,22.066667,44,1203,1221,-18,2,0,0.133333,0,-1,15,15,-35,0,0,15,3,false,true,true,0.998,0.002
170,139,31,18.888889,17.375,31,921,1072,-151,1,0,0.111111,0,46,9,8,0.826087,0,0,9,12,false,true,true,0.617,0.383
8,9,-1,8,9,-1,1516,1397,119,0,0,0,0,92,1,1,0.358696,0,1,14,7,false,true,false,0.427,0.573
270,183,87,19.285714,13.071429,87,1253,1166,87,1,0,0.071429,0,18,14,14,2.388889,0,0,12,17,false,true,true,0.991,0.009
112,77,35,18.666667,15.4,35,468,542,-74,0,0,0,0,67,6,5,0.58209,0,0,20,11,false,true,true,0.843,0.157
347,220,127,18.263158,11.578947,127,871,867,4,0,0,0,0,-15,19,19,-2.866667,0,0,7,9,false,true,true,1,0
211,271,-60,21.1,30.111111,-60,1419,1488,-69,0,1,0,0.111111,21,10,9,1.333333,1,0,13,7,false,true,false,0.139,0.861
179,257,-78,25.571429,36.714286,-78,1489,1558,-69,0,1,0,0.142857,46,7,7,0.608696,0,0,10,12,false,true,false,0.096,0.904
181,143,38,13.923077,11.916667,38,1030,1045,-15,0,0,0,0,32,13,12,1.4375,0,0,7,16,false,true,true,0.71,0.29
402,365,37,22.333333,20.277778,37,1144,1014,130,0,0,0,0,-22,18,18,-1.636364,0,0,1,1,true,true,true,1,0
125,99,26,25,19.8,26,971,906,65,0,0,0,0,59,5,5,0.542373,0,0,10,13,false,true,true,0.78,0.22
352,203,149,27.076923,16.916667,149,1550,1546,4,0,0,0,0,18,13,12,1.666667,1,1,12,8,false,true,true,1,0
191,181,10,21.222222,20.111111,10,1305,1242,63,1,0,0.111111,0,43,9,9,0.790698,0,1,10,7,false,true,false,0.409,0.591
208,257,-49,26,36.714286,-49,1489,1558,-69,0,1,0,0.142857,43,8,7,0.651163,0,0,7,12,false,true,false,0.102,0.898
218,122,96,24.222222,15.25,96,1065,1030,35,0,0,0,0,42,9,8,0.809524,1,0,9,8,false,true,true,0.983,0.017
129,165,-36,21.5,33,-36,1023,1110,-87,1,1,0.166667,0.2,47,6,5,0.638298,0,0,12,10,false,true,false,0.227,0.773
187,238,-51,17,21.636364,-51,1177,1214,-37,0,0,0,0,25,11,11,1.4,1,0,18,9,false,true,false,0.115,0.885
262,179,83,21.833333,14.916667,83,526,370,156,0,0,0,0,12,12,12,2.916667,1,0,20,11,false,true,true,0.983,0.017
315,281,34,18.529412,16.529412,34,1040,925,115,0,0,0,0,-19,17,17,-2.263158,0,0,15,7,false,true,true,0.967,0.033
82,87,-5,16.4,17.4,-5,864,808,56,1,0,0.2,0,58,5,5,0.586207,0,0,9,11,false,true,false,0.3,0.7
209,191,18,20.9,19.1,18,971,906,65,0,0,0,0,23,10,10,1.391304,0,0,7,18,false,true,true,0.716,0.284
343,242,101,18.052632,13.444444,101,620,513,107,0,0,0,0,-12,19,18,-3.75,0,0,3,5,false,true,true,1,0
77,75,2,19.25,18.75,2,1189,1266,-77,0,0,0,0,73,4,4,0.465753,1,0,17,19,false,true,true,0.797,0.203
347,294,53,23.133333,19.6,53,1089,1063,26,1,0,0.066667,0,-4,15,15,-9.5,0,0,9,7,false,true,true,0.999,0.001
262,247,15,20.153846,20.583333,15,771,754,17,0,0,0,0,13,13,12,2.461538,0,1,12,16,false,true,false,0.306,0.694
248,176,72,35.428571,25.142857,72,1735,1770,-35,2,1,0.285714,0.142857,33,7,7,0.848485,0,1,18,9,false,true,true,0.919,0.081
277,154,123,21.307692,12.833333,123,1295,1477,-182,2,0,0.153846,0,23,13,12,2,0,0,25,13,false,true,true,0.983,0.017
445,416,29,27.8125,26,29,1897,1793,104,2,3,0.125,0.1875,-4,16,16,-8,0,0,2,3,true,true,true,0.718,0.282
195,160,35,27.857143,22.857143,35,1550,1466,84,1,0,0.142857,0,48,7,7,0.770833,0,0,18,14,false,true,true,0.759,0.241
256,253,3,15.058824,14.882353,3,361,493,-132,1,0,0.058824,0,-23,17,17,-1.782609,0,0,6,9,false,true,true,0.718,0.282
352,321,31,25.142857,22.928571,31,1439,1397,42,1,2,0.071429,0.142857,-8,14,14,-4.25,0,0,6,15,false,true,true,0.983,0.017
168,149,19,15.272727,14.9,19,1214,1176,38,0,0,0,0,38,11,10,0.947368,0,0,14,18,false,true,false,0.255,0.745
298,235,63,19.866667,15.666667,63,844,821,23,0,0,0,0,17,15,15,2.470588,0,0,14,7,false,true,true,0.981,0.019
238,169,69,21.636364,16.9,69,505,95,410,0,1,0,0.1,41,11,10,1.073171,0,1,10,10,false,true,true,0.937,0.063
182,144,38,18.2,14.4,38,786,788,-2,0,0,0,0,23,10,10,1.478261,1,1,11,13,false,true,true,0.539,0.461
81,111,-30,16.2,22.2,-30,1519,1782,-263,0,0,0,0,68,5,5,0.485294,0,0,9,12,false,true,false,0.113,0.887
286,222,64,26,20.181818,64,613,569,44,0,0,0,0,21,11,11,1.857143,1,0,12,10,false,true,true,0.992,0.008
106,61,45,26.5,15.25,45,838,786,52,0,0,0,0,73,4,4,0.438356,0,0,7,9,false,true,true,0.882,0.118
83,51,32,20.75,17,32,1127,1134,-7,0,0,0,0,71,4,3,0.422535,1,0,15,15,false,true,true,0.693,0.307
30,38,-8,15,38,-8,954,1078,-124,0,0,0,0,87,2,1,0.436782,0,0,26,8,false,true,false,0.266,0.734
71,30,41,23.666667,15,41,1210,1253,-43,0,0,0,0,82,3,2,0.426829,0,0,7,11,false,true,true,0.511,0.489
207,173,34,15.923077,14.416667,34,871,999,-128,0,0,0,0,23,13,12,2.086957,0,0,10,19,false,true,false,0.458,0.542
421,370,51,46.777778,46.25,51,1370,1431,-61,2,1,0.222222,0.125,23,9,8,1,1,0,9,9,false,true,true,1,0
86,27,59,28.666667,13.5,59,1075,1152,-77,0,0,0,0,78,3,2,0.512821,0,1,19,16,false,true,true,0.55,0.45
94,44,50,15.666667,8.8,50,801,807,-6,0,0,0,0,61,6,5,0.57377,0,1,14,15,false,true,true,0.541,0.459
