"first_player_current_score","second_player_current_score","current_score_difference","first_player_average_score","second_player_average_score","average_score_difference","first_player_rating","second_player_rating","rating_difference","first_player_number_of_bingos","second_player_number_of_bingos","first_player_average_number_of_bingos","second_player_average_number_of_bingos","next_player","number_of_tiles_left","first_player_number_of_turns","second_player_number_of_turns","progress","first_player_rack_blanks","second_player_rack_blanks","first_player_rack_value","second_player_rack_value","final_turn","first_player_final_score","second_player_final_score","final_score_difference","actual_outcome","predicted_outcome","first_player_probability","second_player_probability"
203,157,46,15.6153846153846,12.0769230769231,46,777,830,-53,0,0,0,0,"second_player",23,13,13,1.78260869565217,0,0,14,10,"false",398,277,121,"true","true",0.8279998718222,0.1720001281778
219,171,48,15.6428571428571,12.2142857142857,48,777,830,-53,0,0,0,0,"second_player",16,14,14,2.5625,0,0,23,9,"false",398,277,121,"true","true",0.860659834764981,0.139340165235019
251,171,80,16.7333333333333,12.2142857142857,80,777,830,-53,0,0,0,0,"first_player",12,15,14,3.41666666666667,0,0,19,9,"false",398,277,121,"true","true",0.908329505367126,0.0916704946328742
341,219,122,21.3125,13.6875,122,777,830,-53,1,0,0.0625,0,"second_player",-2,16,16,-20.5,0,0,16,12,"false",398,277,121,"true","true",0.992641215929881,0.00735878407011925
369,233,136,21.7058823529412,13.7058823529412,136,777,830,-53,1,0,0.0588235294117647,0,"second_player",-7,17,17,-5.85714285714286,0,0,13,11,"false",398,277,121,"true","true",0.996050258641767,0.00394974135823345
396,247,149,22,13.7222222222222,149,777,830,-53,1,0,0.0555555555555556,0,"second_player",-16,18,18,-2.5625,0,0,7,6,"false",398,277,121,"true","true",0.998125474644543,0.00187452535545707
408,269,139,20.4,13.45,139,777,830,-53,1,0,0.05,0,"second_player",-27,20,20,-1.51851851851852,0,0,4,2,"false",398,277,121,"true","true",0.996746348230308,0.00325365176969183
8,0,8,8,0,8,699,448,251,0,0,0,0,"first_player",98,1,0,0.408163265306122,0,0,20,0,"false",341,281,60,"true","true",0.682175478045444,0.317824521954556
47,6,41,23.5,6,41,699,448,251,0,0,0,0,"first_player",92,2,1,0.434782608695652,0,0,11,7,"false",341,281,60,"true","true",0.832586543888357,0.167413456111643
60,46,14,20,15.3333333333333,14,699,448,251,0,0,0,0,"second_player",81,3,3,0.493827160493827,0,0,9,7,"false",341,281,60,"true","true",0.758476953500169,0.241523046499831
85,76,9,14.1666666666667,15.2,9,699,448,251,0,0,0,0,"first_player",67,6,5,0.597014925373134,0,0,17,8,"false",341,281,60,"true","true",0.635445663700168,0.364554336299832
85,99,-14,14.1666666666667,16.5,-14,699,448,251,0,0,0,0,"second_player",63,6,6,0.634920634920635,0,1,17,9,"false",341,281,60,"true","false",0.491836702467392,0.508163297532608
127,139,-12,15.875,17.375,-12,699,448,251,0,0,0,0,"second_player",52,8,8,0.769230769230769,0,0,12,12,"false",341,281,60,"true","true",0.57347068923052,0.42652931076948
127,153,-26,14.1111111111111,17,-26,699,448,251,0,0,0,0,"second_player",48,9,9,0.833333333333333,0,1,13,8,"false",341,281,60,"true","false",0.386124826493966,0.613875173506034
172,183,-11,14.3333333333333,16.6363636363636,-11,699,448,251,0,0,0,0,"first_player",29,12,11,1.37931034482759,0,0,12,8,"false",341,281,60,"true","false",0.47812416201559,0.52187583798441
193,211,-18,14.8461538461538,17.5833333333333,-18,699,448,251,0,0,0,0,"first_player",23,13,12,1.73913043478261,0,0,13,7,"false",341,281,60,"true","false",0.430201689103318,0.569798310896682
200,221,-21,14.2857142857143,17,-21,699,448,251,0,0,0,0,"first_player",15,14,13,2.66666666666667,0,0,16,11,"false",341,281,60,"true","false",0.41557465534206,0.58442534465794
200,221,-21,13.3333333333333,15.7857142857143,-21,699,448,251,0,0,0,0,"first_player",15,15,14,2.66666666666667,0,0,16,13,"false",341,281,60,"true","false",0.401039041473321,0.598960958526679
236,244,-8,14.75,16.2666666666667,-8,699,448,251,0,0,0,0,"first_player",7,16,15,5.71428571428571,0,0,13,12,"false",341,281,60,"true","false",0.490449994957424,0.509550005042576
236,253,-17,14.75,15.8125,-17,699,448,251,0,0,0,0,"second_player",3,16,16,13.3333333333333,0,0,13,7,"false",341,281,60,"true","true",0.565868222623696,0.434131777376304
258,253,5,15.1764705882353,15.8125,5,699,448,251,0,0,0,0,"first_player",0,17,16,0,0,0,20,7,"false",341,281,60,"true","true",0.634760233126661,0.365239766873339
280,260,20,15.5555555555556,15.2941176470588,20,699,448,251,0,0,0,0,"first_player",-5,18,17,-8,0,0,15,7,"false",341,281,60,"true","true",0.722599492247578,0.277400507752422
324,266,58,17.0526315789474,14.7777777777778,58,699,448,251,0,0,0,0,"first_player",-12,19,18,-3.33333333333333,0,0,2,10,"false",341,281,60,"true","true",0.876915178498416,0.123084821501584
24,18,6,24,18,6,1333,1331,2,0,0,0,0,"second_player",89,1,1,0.337078651685393,0,1,9,22,"false",413,329,84,"true","false",0.426808125811239,0.573191874188761
38,18,20,19,18,20,1333,1331,2,0,0,0,0,"first_player",86,2,1,0.348837209302326,1,1,12,22,"false",413,329,84,"true","true",0.533056875472849,0.466943124527151
78,90,-12,26,30,-12,1333,1331,2,0,0,0,0,"second_player",75,3,3,0.4,1,0,18,7,"false",413,329,84,"true","true",0.564357271973248,0.435642728026752
92,90,2,23,30,2,1333,1331,2,0,0,0,0,"first_player",72,4,3,0.416666666666667,1,0,20,7,"false",413,329,84,"true","true",0.546079500955078,0.453920499044922
92,108,-16,23,27,-16,1333,1331,2,0,0,0,0,"second_player",66,4,4,0.454545454545455,1,0,20,14,"false",413,329,84,"true","true",0.533650231598638,0.466349768401362
135,108,27,27,27,27,1333,1331,2,0,0,0,0,"first_player",62,5,4,0.483870967741935,1,0,8,14,"false",413,329,84,"true","true",0.680700879390312,0.319299120609688
135,169,-34,27,33.8,-34,1333,1331,2,0,0,0,0,"second_player",59,5,5,0.508474576271186,1,0,8,11,"false",413,329,84,"true","false",0.350278190831497,0.649721809168503
211,169,42,35.1666666666667,33.8,42,1333,1331,2,1,0,0.166666666666667,0,"first_player",52,6,5,0.576923076923077,0,0,9,11,"false",413,329,84,"true","true",0.650271267276679,0.349728732723321
211,199,12,35.1666666666667,33.1666666666667,12,1333,1331,2,1,0,0.166666666666667,0,"second_player",47,6,6,0.638297872340426,0,0,9,8,"false",413,329,84,"true","true",0.571989397137482,0.428010602862518
257,223,34,32.125,31.8571428571429,34,1333,1331,2,1,0,0.125,0,"first_player",33,8,7,0.909090909090909,0,0,10,13,"false",413,329,84,"true","true",0.61906664175916,0.38093335824084
257,253,4,32.125,31.625,4,1333,1331,2,1,0,0.125,0,"second_player",28,8,8,1.07142857142857,0,0,10,7,"false",413,329,84,"true","true",0.547161179617752,0.452838820382248
278,253,25,30.8888888888889,31.625,25,1333,1331,2,1,0,0.111111111111111,0,"first_player",24,9,8,1.25,0,0,14,7,"false",413,329,84,"true","true",0.595537242683559,0.404462757316441
302,271,31,30.2,30.1111111111111,31,1333,1331,2,1,0,0.1,0,"first_player",16,10,9,1.875,0,0,15,8,"false",413,329,84,"true","true",0.649077778540602,0.350922221459398
334,291,43,30.3636363636364,26.4545454545455,43,1333,1331,2,1,0,0.0909090909090909,0,"second_player",4,11,11,7.5,0,0,11,12,"false",413,329,84,"true","true",0.816330748937529,0.183669251062471
356,291,65,29.6666666666667,26.4545454545455,65,1333,1331,2,1,0,0.0833333333333333,0,"first_player",1,12,11,30,0,0,10,12,"false",413,329,84,"true","true",0.829925020657173,0.170074979342827
356,304,52,29.6666666666667,25.3333333333333,52,1333,1331,2,1,0,0.0833333333333333,0,"second_player",-2,12,12,-15,0,0,10,12,"false",413,329,84,"true","true",0.865285001781467,0.134714998218533
376,314,62,28.9230769230769,24.1538461538462,62,1333,1331,2,1,0,0.0769230769230769,0,"second_player",-8,13,13,-3.75,0,0,5,8,"false",413,329,84,"true","true",0.898217909080763,0.101782090919237
399,329,70,26.6,23.5,70,1333,1331,2,1,0,0.0666666666666667,0,"first_player",-18,15,14,-1.66666666666667,0,0,3,7,"false",413,329,84,"true","true",0.865691119170702,0.134308880829298
12,0,12,12,0,12,527,514,13,0,0,0,0,"first_player",97,1,0,0.402061855670103,0,0,17,0,"false",312,303,9,"true","true",0.594264808408469,0.405735191591531
37,11,26,18.5,11,26,527,514,13,0,0,0,0,"first_player",92,2,1,0.423913043478261,0,0,10,7,"false",312,303,9,"true","true",0.62751920279134,0.37248079720866
53,22,31,17.6666666666667,11,31,527,514,13,0,0,0,0,"first_player",85,3,2,0.458823529411765,0,0,10,7,"false",312,303,9,"true","true",0.665061295679103,0.334938704320897
53,42,11,17.6666666666667,14,11,527,514,13,0,0,0,0,"second_player",82,3,3,0.475609756097561,0,0,10,12,"false",312,303,9,"true","true",0.622839249627682,0.377160750372318
66,42,24,16.5,14,24,527,514,13,0,0,0,0,"first_player",80,4,3,0.4875,0,0,10,12,"false",312,303,9,"true","true",0.590741549336778,0.409258450663222
90,63,27,18,15.75,27,527,514,13,0,0,0,0,"first_player",70,5,4,0.557142857142857,0,0,10,10,"false",312,303,9,"true","true",0.625204211027917,0.374795788972083
115,114,1,16.4285714285714,16.2857142857143,1,527,514,13,0,0,0,0,"second_player",48,7,7,0.8125,0,1,17,21,"false",312,303,9,"true","false",0.473315240492024,0.526684759507976
139,151,-12,17.375,18.875,-12,527,514,13,0,0,0,0,"second_player",42,8,8,0.928571428571429,0,1,10,14,"false",312,303,9,"true","false",0.36629065296288,0.63370934703712
148,151,-3,16.4444444444444,18.875,-3,527,514,13,0,0,0,0,"first_player",40,9,8,0.975,0,1,8,14,"false",312,303,9,"true","false",0.30275500004711,0.69724499995289
175,179,-4,15.9090909090909,17.9,-4,527,514,13,0,0,0,0,"first_player",26,11,10,1.5,0,0,12,13,"false",312,303,9,"true","false",0.412914321075114,0.587085678924886
175,189,-14,15.9090909090909,17.1818181818182,-14,527,514,13,0,0,0,0,"second_player",23,11,11,1.69565217391304,0,1,12,11,"false",312,303,9,"true","false",0.377899736739093,0.622100263260907
194,189,5,16.1666666666667,17.1818181818182,5,527,514,13,0,0,0,0,"first_player",20,12,11,1.95,0,1,8,11,"false",312,303,9,"true","false",0.37798388098059,0.62201611901941
207,196,11,15.9230769230769,16.3333333333333,11,527,514,13,0,0,0,0,"first_player",11,13,12,3.54545454545455,0,0,10,15,"false",312,303,9,"true","true",0.524993117819558,0.475006882180442
221,228,-7,15.7857142857143,17.5384615384615,-7,527,514,13,0,0,0,0,"first_player",3,14,13,13,0,0,12,11,"false",312,303,9,"true","false",0.407423127063999,0.592576872936001
221,263,-42,15.7857142857143,18.7857142857143,-42,527,514,13,0,0,0,0,"second_player",1,14,14,39,0,0,12,8,"false",312,303,9,"true","false",0.273461537087824,0.726538462912176
249,263,-14,16.6,18.7857142857143,-14,527,514,13,0,0,0,0,"first_player",-2,15,14,-19.5,0,0,17,8,"false",312,303,9,"true","false",0.394924092055549,0.605075907944451
302,297,5,18.875,18.5625,5,527,514,13,0,0,0,0,"second_player",-10,16,16,-3.9,0,0,8,3,"false",312,303,9,"true","true",0.629734797687564,0.370265202312436
315,304,11,17.5,16.8888888888889,11,527,514,13,0,0,0,0,"second_player",-18,18,18,-2.16666666666667,0,0,3,1,"false",312,303,9,"true","true",0.658261873546301,0.341738126453699
315,304,11,15.75,16,11,527,514,13,0,0,0,0,"first_player",-18,20,19,-2.16666666666667,0,0,3,1,"true",312,303,9,"true","true",0.519837157575325,0.480162842424675
16,0,16,16,0,16,1159,1131,28,0,0,0,0,"first_player",97,1,0,0.381443298969072,0,0,12,0,"false",284,364,-80,"false","true",0.593758779187201,0.406241220812799
16,29,-13,16,29,-13,1159,1131,28,0,0,0,0,"second_player",93,1,1,0.397849462365591,0,1,12,6,"false",284,364,-80,"false","false",0.321063186457217,0.678936813542783
49,29,20,24.5,29,20,1159,1131,28,0,0,0,0,"first_player",90,2,1,0.411111111111111,0,1,12,6,"false",284,364,-80,"false","false",0.443882884622194,0.556117115377806
49,57,-8,24.5,28.5,-8,1159,1131,28,0,0,0,0,"second_player",86,2,2,0.430232558139535,0,1,12,8,"false",284,364,-80,"false","false",0.361895870723498,0.638104129276502
77,57,20,25.6666666666667,28.5,20,1159,1131,28,0,0,0,0,"first_player",83,3,2,0.44578313253012,0,1,9,8,"false",284,364,-80,"false","false",0.430424636852626,0.569575363147374
126,139,-13,15.75,17.375,-13,1159,1131,28,0,1,0,0.125,"second_player",48,8,8,0.770833333333333,0,1,7,7,"false",284,364,-80,"false","false",0.390730595850055,0.609269404149945
132,139,-7,14.6666666666667,17.375,-7,1159,1131,28,0,1,0,0.125,"first_player",46,9,8,0.804347826086957,0,1,7,7,"false",284,364,-80,"false","false",0.312431967126036,0.687568032873964
150,208,-58,15,23.1111111111111,-58,1159,1131,28,0,2,0,0.222222222222222,"first_player",34,10,9,1.08823529411765,0,0,18,18,"false",284,364,-80,"false","false",0.141196735569248,0.858803264430752
231,308,-77,16.5,22,-77,1159,1131,28,0,2,0,0.142857142857143,"second_player",7,14,14,5.28571428571429,0,0,10,24,"false",284,364,-80,"false","false",0.102806395839192,0.897193604160808
244,308,-64,16.2666666666667,22,-64,1159,1131,28,0,2,0,0.142857142857143,"first_player",4,15,14,9.25,0,0,10,24,"false",284,364,-80,"false","false",0.0893185104589761,0.910681489541024
244,321,-77,16.2666666666667,21.4,-77,1159,1131,28,0,2,0,0.133333333333333,"second_player",0,15,15,0,0,1,10,16,"false",284,364,-80,"false","false",0.0760021225241212,0.923997877475879
264,353,-89,16.5,22.0625,-89,1159,1131,28,0,2,0,0.125,"second_player",-7,16,16,-5.28571428571429,0,0,5,5,"false",284,364,-80,"false","false",0.0851165848964039,0.914883415103596
284,357,-73,15.7777777777778,21,-73,1159,1131,28,0,2,0,0.117647058823529,"first_player",-15,18,17,-2.46666666666667,0,0,1,2,"false",284,364,-80,"false","false",0.0802274918094261,0.919772508190574
284,362,-78,15.7777777777778,20.1111111111111,-78,1159,1131,28,0,2,0,0.111111111111111,"second_player",-17,18,18,-2.17647058823529,0,0,1,2,"false",284,364,-80,"false","false",0.119169365683979,0.880830634316021
284,362,-78,14.9473684210526,20.1111111111111,-78,1159,1131,28,0,2,0,0.111111111111111,"first_player",-17,19,18,-2.17647058823529,0,0,1,2,"true",284,364,-80,"false","false",0.0651805032394399,0.93481949676056
30,20,10,30,20,10,1266,1144,122,0,0,0,0,"second_player",88,1,1,0.386363636363636,0,1,12,9,"false",418,379,39,"true","true",0.577739850301097,0.422260149698903
52,20,32,26,20,32,1266,1144,122,0,0,0,0,"first_player",82,2,1,0.414634146341463,0,1,8,9,"false",418,379,39,"true","true",0.601188892671722,0.398811107328278
60,20,40,20,10,40,1266,1144,122,0,0,0,0,"first_player",76,3,2,0.447368421052632,1,1,9,12,"false",418,379,39,"true","true",0.775939765439119,0.224060234560881
60,49,11,20,16.3333333333333,11,1266,1144,122,0,0,0,0,"second_player",73,3,3,0.465753424657534,1,1,9,9,"false",418,379,39,"true","true",0.696282146935549,0.303717853064451
79,49,30,19.75,16.3333333333333,30,1266,1144,122,0,0,0,0,"first_player",71,4,3,0.47887323943662,1,1,6,9,"false",418,379,39,"true","true",0.696838925852219,0.303161074147781
79,81,-2,19.75,20.25,-2,1266,1144,122,0,0,0,0,"second_player",67,4,4,0.507462686567164,1,0,6,10,"false",418,379,39,"true","true",0.673858086535853,0.326141913464147
102,81,21,20.4,20.25,21,1266,1144,122,0,0,0,0,"first_player",64,5,4,0.53125,1,0,15,10,"false",418,379,39,"true","true",0.741439201311561,0.258560798688439
102,117,-15,20.4,23.4,-15,1266,1144,122,0,0,0,0,"second_player",59,5,5,0.576271186440678,1,0,15,12,"false",418,379,39,"true","true",0.604974821710976,0.395025178289024
162,137,25,23.1428571428571,22.8333333333333,25,1266,1144,122,0,0,0,0,"first_player",52,7,6,0.653846153846154,1,0,9,11,"false",418,379,39,"true","true",0.738987987866754,0.261012012133246
182,151,31,22.75,21.5714285714286,31,1266,1144,122,0,0,0,0,"first_player",46,8,7,0.739130434782609,1,0,8,11,"false",418,379,39,"true","true",0.773865581262915,0.226134418737085
215,176,39,23.8888888888889,22,39,1266,1144,122,0,0,0,0,"first_player",35,9,8,0.971428571428571,1,0,15,12,"false",418,379,39,"true","true",0.838193472933453,0.161806527066547
263,176,87,26.3,19.5555555555556,87,1266,1144,122,0,0,0,0,"first_player",31,10,9,1.09677419354839,1,0,9,16,"false",418,379,39,"true","true",0.964381034219428,0.0356189657805723
263,222,41,26.3,22.2,41,1266,1144,122,0,0,0,0,"second_player",26,10,10,1.30769230769231,1,0,9,17,"false",418,379,39,"true","true",0.89320466236711,0.10679533763289
280,251,29,25.4545454545455,22.8181818181818,29,1266,1144,122,0,0,0,0,"second_player",19,11,11,1.78947368421053,1,0,7,14,"false",418,379,39,"true","true",0.846475685665652,0.153524314334348
324,325,-1,21.6,23.2142857142857,-1,1266,1144,122,0,0,0,0,"first_player",-4,15,14,-8.5,1,0,7,16,"false",418,379,39,"true","true",0.559226751884935,0.440773248115065
410,379,31,24.1176470588235,23.6875,31,1266,1144,122,0,0,0,0,"first_player",-21,17,16,-1.61904761904762,0,0,4,4,"false",418,379,39,"true","true",0.694282119944849,0.305717880055151
55,32,23,27.5,32,23,1431,802,629,0,0,0,0,"first_player",85,2,1,0.376470588235294,0,1,18,12,"false",321,316,5,"true","true",0.76476481870946,0.23523518129054
83,88,-5,27.6666666666667,29.3333333333333,-5,1431,802,629,0,0,0,0,"second_player",73,3,3,0.438356164383562,0,0,9,12,"false",321,316,5,"true","true",0.760767580659059,0.239232419340941
103,88,15,25.75,29.3333333333333,15,1431,802,629,0,0,0,0,"first_player",68,4,3,0.470588235294118,0,0,9,12,"false",321,316,5,"true","true",0.779538321512737,0.220461678487263
119,128,-9,23.8,25.6,-9,1431,802,629,0,0,0,0,"second_player",58,5,5,0.551724137931034,0,0,14,13,"false",321,316,5,"true","true",0.759910178644145,0.240089821355855
158,173,-15,22.5714285714286,24.7142857142857,-15,1431,802,629,0,0,0,0,"second_player",41,7,7,0.780487804878049,0,0,12,19,"false",321,316,5,"true","true",0.713264058868992,0.286735941131008
190,173,17,23.75,24.7142857142857,17,1431,802,629,0,0,0,0,"first_player",38,8,7,0.842105263157895,0,0,12,19,"false",321,316,5,"true","true",0.800187255837277,0.199812744162723
212,189,23,23.5555555555556,23.625,23,1431,802,629,0,0,0,0,"first_player",32,9,8,1,0,0,9,14,"false",321,316,5,"true","true",0.834294710628569,0.165705289371431
234,241,-7,23.4,26.7777777777778,-7,1431,802,629,0,0,0,0,"first_player",26,10,9,1.23076923076923,0,0,7,7,"false",321,316,5,"true","true",0.66099908741187,0.33900091258813
234,263,-29,23.4,26.3,-29,1431,802,629,0,0,0,0,"second_player",23,10,10,1.39130434782609,0,0,7,7,"false",321,316,5,"true","true",0.62741416723484,0.37258583276516
254,263,-9,23.0909090909091,26.3,-9,1431,802,629,0,0,0,0,"first_player",20,11,10,1.6,0,0,14,7,"false",321,316,5,"true","true",0.671721500891174,0.328278499108826
254,271,-17,23.0909090909091,24.6363636363636,-17,1431,802,629,0,0,0,0,"second_player",16,11,11,2,0,1,14,6,"false",321,316,5,"true","true",0.654124866363299,0.345875133636701
271,271,0,22.5833333333333,24.6363636363636,0,1431,802,629,0,0,0,0,"first_player",11,12,11,2.90909090909091,0,1,11,6,"false",321,316,5,"true","true",0.647621075598147,0.352378924401853
271,283,-12,22.5833333333333,23.5833333333333,-12,1431,802,629,0,0,0,0,"second_player",7,12,12,4.57142857142857,0,0,11,8,"false",321,316,5,"true","true",0.762909585230957,0.237090414769043
284,283,1,21.8461538461538,23.5833333333333,1,1431,802,629,0,0,0,0,"first_player",4,13,12,8,0,0,11,8,"false",321,316,5,"true","true",0.737404071246261,0.262595928753739
300,291,9,21.4285714285714,22.3846153846154,9,1431,802,629,0,0,0,0,"first_player",-4,14,13,-8,0,0,4,8,"false",321,316,5,"true","true",0.778339732752693,0.221660267247307
300,309,-9,21.4285714285714,22.0714285714286,-9,1431,802,629,0,0,0,0,"second_player",-8,14,14,-4,0,0,4,4,"false",321,316,5,"true","true",0.783057293854298,0.216942706145702
310,316,-6,20.6666666666667,21.0666666666667,-6,1431,802,629,0,0,0,0,"second_player",-13,15,15,-2.46153846153846,0,0,2,3,"false",321,316,5,"true","true",0.796666239755205,0.203333760244795
6,0,6,6,0,6,450,412,38,0,0,0,0,"first_player",97,1,0,0.391752577319588,0,0,14,0,"false",319,270,49,"true","true",0.547888764224706,0.452111235775294
26,4,22,13,4,22,450,412,38,0,0,0,0,"first_player",91,2,1,0.417582417582418,0,1,7,8,"false",319,270,49,"true","true",0.520007644133833,0.479992355866167
30,10,20,10,5,20,450,412,38,0,0,0,0,"first_player",85,3,2,0.447058823529412,0,1,7,9,"false",319,270,49,"true","false",0.499002393122332,0.500997606877668
51,48,3,10.2,12,3,450,412,38,0,0,0,0,"first_player",70,5,4,0.542857142857143,0,1,12,16,"false",319,270,49,"true","false",0.364982372917335,0.635017627082665
65,112,-47,10.8333333333333,18.6666666666667,-47,450,412,38,0,0,0,0,"second_player",58,6,6,0.655172413793103,1,0,8,13,"false",319,270,49,"true","false",0.327914358777692,0.672085641222308
80,126,-46,11.4285714285714,18,-46,450,412,38,0,0,0,0,"second_player",49,7,7,0.775510204081633,1,0,21,12,"false",319,270,49,"true","false",0.394406505190467,0.605593494809533
98,126,-28,12.25,18,-28,450,412,38,0,0,0,0,"first_player",46,8,7,0.826086956521739,1,0,19,12,"false",319,270,49,"true","false",0.395521349888465,0.604478650111535
127,154,-27,14.1111111111111,17.1111111111111,-27,450,412,38,0,0,0,0,"second_player",36,9,9,1.05555555555556,0,0,11,12,"false",319,270,49,"true","false",0.383794735955426,0.616205264044574
141,154,-13,14.1,17.1111111111111,-13,450,412,38,0,0,0,0,"first_player",32,10,9,1.1875,0,0,11,12,"false",319,270,49,"true","false",0.365542178933825,0.634457821066175
141,171,-30,14.1,17.1,-30,450,412,38,0,0,0,0,"second_player",28,10,10,1.35714285714286,0,0,11,14,"false",319,270,49,"true","false",0.362791488414673,0.637208511585327
184,179,5,15.3333333333333,16.2727272727273,5,450,412,38,0,0,0,0,"first_player",19,12,11,2,0,0,11,12,"false",319,270,49,"true","true",0.504509302021564,0.495490697978436
195,207,-12,15,15.9230769230769,-12,450,412,38,0,0,0,0,"second_player",10,13,13,3.8,0,0,11,8,"false",319,270,49,"true","true",0.519015937381661,0.480984062618339
222,207,15,15.8571428571429,15.9230769230769,15,450,412,38,0,0,0,0,"first_player",6,14,13,6.33333333333333,0,0,10,8,"false",319,270,49,"true","true",0.590207125788504,0.409792874211496
222,217,5,15.8571428571429,15.5,5,450,412,38,0,0,0,0,"second_player",3,14,14,12.6666666666667,0,0,10,9,"false",319,270,49,"true","true",0.636158160956437,0.363841839043563
254,217,37,16.9333333333333,15.5,37,450,412,38,0,0,0,0,"first_player",-2,15,14,-19,0,0,17,9,"false",319,270,49,"true","true",0.773944938369201,0.226055061630799
254,234,20,16.9333333333333,15.6,20,450,412,38,0,0,0,0,"second_player",-6,15,15,-6.33333333333333,0,0,17,13,"false",319,270,49,"true","true",0.761360573195093,0.238639426804907
298,252,46,18.625,15.75,46,450,412,38,0,0,0,0,"second_player",-11,16,16,-3.45454545454545,0,0,6,9,"false",319,270,49,"true","true",0.866612363800192,0.133387636199808
319,265,54,17.7222222222222,15.5882352941176,54,450,412,38,0,0,0,0,"first_player",-22,18,17,-1.72727272727273,0,0,1,4,"false",319,270,49,"true","true",0.829002850494973,0.170997149505027
319,270,49,17.7222222222222,15,49,450,412,38,0,0,0,0,"second_player",-25,18,18,-1.52,0,0,1,3,"false",319,270,49,"true","true",0.883031054806396,0.116968945193604
323,270,53,17,15,53,450,412,38,0,0,0,0,"first_player",-27,19,18,-1.40740740740741,0,0,1,3,"false",319,270,49,"true","true",0.82722511960036,0.17277488039964
18,35,-17,18,35,-17,1302,1351,-49,0,0,0,0,"second_player",91,1,1,0.406593406593407,1,0,6,9,"false",292,324,-32,"false","false",0.420287184228913,0.579712815771087
31,52,-21,15.5,26,-21,1302,1351,-49,0,0,0,0,"second_player",85,2,2,0.435294117647059,1,0,6,9,"false",292,324,-32,"false","false",0.412280814812469,0.587719185187531
41,52,-11,13.6666666666667,26,-11,1302,1351,-49,0,0,0,0,"first_player",82,3,2,0.451219512195122,1,0,10,9,"false",292,324,-32,"false","false",0.375075340316917,0.624924659683083
64,108,-44,12.8,21.6,-44,1302,1351,-49,0,0,0,0,"second_player",65,5,5,0.569230769230769,1,0,7,11,"false",292,324,-32,"false","false",0.269758031041561,0.730241968958439
117,150,-33,14.625,21.4285714285714,-33,1302,1351,-49,0,0,0,0,"first_player",48,8,7,0.770833333333333,0,0,13,12,"false",292,324,-32,"false","false",0.166926851178334,0.833073148821666
117,168,-51,14.625,21,-51,1302,1351,-49,0,0,0,0,"second_player",45,8,8,0.822222222222222,0,0,13,12,"false",292,324,-32,"false","false",0.163293842968793,0.836706157031207
138,168,-30,15.3333333333333,21,-30,1302,1351,-49,0,0,0,0,"first_player",42,9,8,0.880952380952381,0,0,16,12,"false",292,324,-32,"false","false",0.190350933056085,0.809649066943915
138,183,-45,15.3333333333333,20.3333333333333,-45,1302,1351,-49,0,0,0,0,"second_player",39,9,9,0.948717948717949,0,0,16,15,"false",292,324,-32,"false","false",0.196075527390848,0.803924472609152
194,183,11,19.4,20.3333333333333,11,1302,1351,-49,0,0,0,0,"first_player",37,10,9,1,0,0,9,15,"false",292,324,-32,"false","false",0.421478511827975,0.578521488172025
194,198,-4,19.4,19.8,-4,1302,1351,-49,0,0,0,0,"second_player",34,10,10,1.08823529411765,0,0,9,12,"false",292,324,-32,"false","false",0.447354997331561,0.552645002668439
197,198,-1,17.9090909090909,19.8,-1,1302,1351,-49,0,0,0,0,"first_player",32,11,10,1.15625,0,0,12,12,"false",292,324,-32,"false","false",0.35483057533498,0.64516942466502
197,228,-31,17.9090909090909,20.7272727272727,-31,1302,1351,-49,0,0,0,0,"second_player",28,11,11,1.32142857142857,0,0,12,18,"false",292,324,-32,"false","false",0.253762790930785,0.746237209069215
252,277,-25,19.3846153846154,21.3076923076923,-25,1302,1351,-49,0,0,0,0,"second_player",14,13,13,2.64285714285714,0,0,11,12,"false",292,324,-32,"false","false",0.305458685797931,0.694541314202069
263,308,-45,17.5333333333333,20.5333333333333,-45,1302,1351,-49,0,0,0,0,"second_player",-1,15,15,-37,0,0,11,7,"false",292,324,-32,"false","false",0.225270313443708,0.774729686556292
284,308,-24,17.75,20.5333333333333,-24,1302,1351,-49,0,0,0,0,"first_player",-4,16,15,-9.25,0,0,5,7,"false",292,324,-32,"false","false",0.218478178859855,0.781521821140145
299,328,-29,17.5882352941176,19.2941176470588,-29,1302,1351,-49,0,0,0,0,"second_player",-14,17,17,-2.64285714285714,0,0,3,1,"false",292,324,-32,"false","false",0.303827316030051,0.696172683969949
302,328,-26,16.7777777777778,19.2941176470588,-26,1302,1351,-49,0,0,0,0,"first_player",-17,18,17,-2.17647058823529,0,0,1,1,"false",292,324,-32,"false","false",0.214235629388294,0.785764370611706
302,332,-30,16.7777777777778,18.4444444444444,-30,1302,1351,-49,0,0,0,0,"second_player",-20,18,18,-1.85,0,0,1,1,"false",292,324,-32,"false","false",0.295012288559454,0.704987711440546
302,332,-30,15.8947368421053,18.4444444444444,-30,1302,1351,-49,0,0,0,0,"first_player",-20,19,18,-1.85,0,0,1,1,"true",292,324,-32,"false","false",0.191412836984363,0.808587163015637
36,17,19,18,17,19,1037,950,87,0,0,0,0,"first_player",90,2,1,0.344444444444444,1,0,8,14,"false",247,158,89,"true","true",0.674806360894052,0.325193639105948
